country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,1,0,0,45,52,5,0.4639175257731959,0.9,0.4411764705882353,0.6122448979591837
BEL,70,0.2,1,0,0,7465,14397,281,0.3414600676973744,0.9637232119803769,0.33712685724608227,0.5042556065928128
BIH,70,0.2,1,0,0,2609,8582,665,0.2331337682065946,0.7968845448992059,0.22005735492577597,0.36073280331835467
BGR,70,0.2,1,0,0,7502,25387,1458,0.22810058074128128,0.8372767857142858,0.21841791131685445,0.35852708547396595
CHE,70,0.2,1,0,0,6623,5119,602,0.5640436041560212,0.9166782006920415,0.5365359688917692,0.6983708546422734
ALB,70,0.2,1,0,0,1486,3504,132,0.2977955911823647,0.9184177997527813,0.2901210464662241,0.44975786924939465
EST,70,0.2,1,0,0,2965,4413,3622,0.4018704255895907,0.4501290420525277,0.26954545454545453,0.4246330110991765
AUT,70,0.2,1,0,0,6573,15273,323,0.3008788794287284,0.953161252900232,0.2964951057783391,0.4573794447150511
DNK,70,0.2,1,0,0,6218,11619,4008,0.3486012221786175,0.6080578916487385,0.28464179446097504,0.44314577913979264
GRC,70,0.2,1,0,0,7432,36759,406,0.16817904098119527,0.9482010717019648,0.1666479808058838,0.2856868284994907
HUN,70,0.2,1,0,0,5514,24766,58,0.1821003963011889,0.9895908111988514,0.18175225789438987,0.3075979024880063
HRV,70,0.2,1,0,0,5992,11006,897,0.35251206024238146,0.8697924227028596,0.3348421346744901,0.5016954828986478
IRL,70,0.2,1,0,0,2873,16823,6,0.14586718115353373,0.9979159430357764,0.14582275911075018,0.25452934662236987
LIE,70,0.2,1,0,0,26,101,0,0.2047244094488189,1.0,0.2047244094488189,0.3398692810457516
BLR,70,0.2,1,0,0,11540,16638,16814,0.4095393569451345,0.4069972490653876,0.2564900426742532,0.4082643458572136
LTU,70,0.2,1,0,0,4400,6149,6595,0.4171011470281543,0.4001819008640291,0.25664955669622025,0.40846639435573706
LUX,70,0.2,1,0,0,981,1075,4,0.4771400778210117,0.9959390862944163,0.4762135922330097,0.645182505754686
CZE,70,0.2,1,0,0,10904,22642,321,0.3250462052107554,0.971403118040089,0.32196533498686036,0.4871010252172165
MKD,70,0.2,1,0,0,1087,5050,111,0.17712237249470425,0.9073455759599333,0.17397567221510885,0.296387184730743
DEU,70,0.2,1,0,0,41725,96792,598,0.3012265642484316,0.9858705668312737,0.2999317111742084,0.46145764211457646
LVA,70,0.2,1,0,0,1875,6813,140,0.21581491712707182,0.9305210918114144,0.21239238785681921,0.35036905540502666
MNE,70,0.2,1,0,0,665,1421,343,0.3187919463087248,0.6597222222222222,0.2737752161383285,0.42986425339366513
FRA,70,0.2,1,0,0,54106,119749,15560,0.3112133674613902,0.7766485803691902,0.28564791595174616,0.44436414108023536
ITA,70,0.2,1,0,0,42067,62090,2121,0.4038806801271158,0.9520005431338825,0.39582039556634485,0.5671508982439584
NLD,70,0.2,1,0,0,3879,14782,48,0.20786667381169283,0.9877769289533995,0.20733336896680743,0.3434567026739862
MDA,70,0.2,1,0,0,3602,4102,3830,0.4675493250259605,0.48466092572658775,0.3122940870469915,0.47595137420718814
SRB,70,0.2,1,0,0,5464,18665,326,0.22644950060093663,0.9436960276338515,0.2234307912492333,0.3652528493599385
SVN,70,0.2,1,0,0,2018,4355,229,0.3166483602698886,0.8980863373386738,0.30566495001514693,0.46821345707656603
PRT,70,0.2,1,0,0,12598,25160,1808,0.333651146776842,0.8744967374704984,0.31840469089622403,0.483015106203512
SVK,70,0.2,1,0,0,4736,9517,700,0.33228092331438996,0.8712288447387785,0.31672574065404935,0.48108080654172375
ROU,70,0.2,1,0,0,16898,57540,2616,0.22700771111529058,0.8659424003279697,0.21930075012329017,0.3597155994550409
ESP,70,0.2,1,0,0,34415,87562,9167,0.28214335489477527,0.7896608691661695,0.26242146037943026,0.4157430281651859
POL,70,0.2,1,0,0,29429,91740,438,0.24287565301355957,0.9853349851006127,0.2420008716603485,0.3896951720119707
GBR,70,0.2,1,0,0,19706,61866,4192,0.24157799244838915,0.8245878316177085,0.22977006669465044,0.37367971935147437
UKR,70,0.2,1,0,0,58671,61979,66243,0.48629092416079567,0.46969114750948654,0.3139282905191741,0.47784691567167825
