country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,0,0,0,47,50,5,0.4845360824742268,0.9038461538461539,0.46078431372549017,0.6308724832214765
BIH,70,0.2,0,0,0,2542,8305,708,0.23435051166221074,0.7821538461538462,0.21999134573777585,0.36064410867560476
BGR,70,0.2,0,0,0,7153,24376,1594,0.22687050017444257,0.8177660912312793,0.2159526612927573,0.35519912603039033
CHE,70,0.2,0,0,0,6636,4966,749,0.5719703499396656,0.8985781990521327,0.5372844304104931,0.6990045820824774
ALB,70,0.2,0,0,0,1414,3360,204,0.2961876832844575,0.8739184177997528,0.2840498192044998,0.4424280350438048
BEL,70,0.2,0,0,0,8136,13436,806,0.3771555720378268,0.9098635651979423,0.3635713647332201,0.5332634200694764
AUT,70,0.2,0,0,0,7152,14116,895,0.33627985706225316,0.8887784267428855,0.32269999548797546,0.4879413269657173
DNK,70,0.2,0,0,0,7038,10221,6263,0.4077872414392491,0.5291331478836178,0.29920925091403794,0.4606020942408377
EST,70,0.2,0,0,0,2873,4107,3931,0.41160458452722065,0.42225161669606115,0.2633122536889378,0.41686012768427166
GRC,70,0.2,0,0,0,7330,35498,506,0.1711497151396283,0.9354262378764676,0.16915124382701804,0.2893573345965577
HUN,70,0.2,0,0,0,5870,23274,86,0.20141367005215483,0.9855607790463399,0.20082107423879575,0.3344729344729345
BLR,70,0.2,0,0,0,11051,15658,17138,0.4137556628851698,0.3920323530455142,0.2520354870344607,0.4026011876571095
IRL,70,0.2,0,0,0,3089,15827,155,0.16330090928314656,0.9522194821208385,0.16197367731110063,0.2787906137184116
CZE,70,0.2,0,0,0,11374,21214,352,0.3490241806800049,0.9699812382739212,0.3452944748026715,0.5133366430473439
LIE,70,0.2,0,0,0,26,90,0,0.22413793103448276,1.0,0.22413793103448276,0.36619718309859156
LTU,70,0.2,0,0,0,4028,5926,6783,0.4046614426361262,0.37258347978910367,0.24066439624783414,0.3879605104743559
LUX,70,0.2,0,0,0,971,1002,4,0.49214394323365435,0.9958974358974358,0.49114820435002526,0.658751696065129
HRV,70,0.2,0,0,0,5960,10582,1000,0.36029500664974007,0.8563218390804598,0.33975601413749856,0.5071908773721385
DEU,70,0.2,0,0,0,44401,90245,3455,0.32976100292619165,0.927804246071548,0.32151106798647366,0.4865809689756825
MKD,70,0.2,0,0,0,1048,4820,129,0.17859577368779822,0.8903993203058623,0.1747540436885109,0.29751596877217884
MNE,70,0.2,0,0,0,664,1369,325,0.3266109198229218,0.6713852376137512,0.28159457167090757,0.43944407677035074
LVA,70,0.2,0,0,0,2172,5945,351,0.26758654675372673,0.8608799048751486,0.2564950401511573,0.4082706766917293
SRB,70,0.2,0,0,0,5417,18121,341,0.2301384994477016,0.9407780479333102,0.22685204573055823,0.36981157837247414
NLD,70,0.2,0,0,0,4703,13689,686,0.25570900391474555,0.87270365559473,0.24651430967606666,0.39552583995626767
MDA,70,0.2,0,0,0,3496,3902,3972,0.4725601513922682,0.468130690948045,0.3074758135444151,0.47033499260056505
SVK,70,0.2,0,0,0,4726,9118,772,0.3413753250505634,0.8595853037468171,0.32334428024083195,0.4886774894013029
SVN,70,0.2,0,0,0,2077,4102,226,0.33613853374332414,0.9018671298306556,0.32427790788446526,0.48974298514501297
ITA,70,0.2,0,0,0,42347,60390,2289,0.41218840339897017,0.9487185231651581,0.40320492068630626,0.5746914292305918
POL,70,0.2,0,0,0,30909,85340,697,0.2658861581605003,0.9779472252104031,0.2643014724744754,0.4180988130262757
PRT,70,0.2,0,0,0,12361,24312,1944,0.3370599623701361,0.8641034603285564,0.3200921873786156,0.4849542940091805
ESP,70,0.2,0,0,0,34114,83177,10382,0.2908492552710779,0.766675656238763,0.267198232985831,0.4217149709185534
ROU,70,0.2,0,0,0,16743,55562,2706,0.23156074960237882,0.8608668826160728,0.22320726293476956,0.36495411644179
FRA,70,0.2,0,0,0,59960,108513,18847,0.3559027262528714,0.7608461177306585,0.3200939568652573,0.4849563248139761
GBR,70,0.2,0,0,0,22833,55885,9535,0.2900607230874768,0.7054189322787938,0.25872208310199085,0.41108690564067485
UKR,70,0.2,0,0,0,55352,59668,68656,0.4812380455572944,0.4463582994645507,0.30135673686273656,0.46314239335977375
