country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,1,0,0,47,50,5,0.4845360824742268,0.9038461538461539,0.46078431372549017,0.6308724832214765
CHE,70,0.2,1,0,0,6565,5021,623,0.5666321422406353,0.9133277685030606,0.5377180768285691,0.6993714711835516
BIH,70,0.2,1,0,0,2555,8335,701,0.23461891643709826,0.7847051597051597,0.22042964368906912,0.3612328573448325
BEL,70,0.2,1,0,0,7407,14222,279,0.34245688658745205,0.9637002341920374,0.3380956728135841,0.5053385638751492
BGR,70,0.2,1,0,0,7202,24425,1596,0.22771682423245962,0.8185951352580132,0.21677753363633628,0.3563141620284478
AUT,70,0.2,1,0,0,6566,14761,341,0.3078726496928776,0.9506297958592732,0.3030275059996308,0.46511298434511583
ALB,70,0.2,1,0,0,1414,3369,204,0.2956303575162032,0.8739184177997528,0.2835371967114498,0.4418059678175285
BLR,70,0.2,1,0,0,11100,15685,17134,0.414411050961359,0.39314301905504,0.2527379949452401,0.4034969737726967
EST,70,0.2,1,0,0,2808,4193,3777,0.4010855592058277,0.42642369020501136,0.26053071070699574,0.41336670101575146
DNK,70,0.2,1,0,0,5975,11344,4203,0.34499682429701484,0.5870505010807624,0.27762289750023234,0.43459286467614644
CZE,70,0.2,1,0,0,10817,21886,327,0.3307647616426628,0.9706568557071069,0.3274901604601877,0.4933974958377997
HUN,70,0.2,1,0,0,5525,23753,58,0.18870824509870893,0.9896113200788107,0.18833515134987727,0.31697312182668314
IRL,70,0.2,1,0,0,2875,16125,6,0.1513157894736842,0.9979173897952099,0.15126802062506578,0.2627850646679768
LIE,70,0.2,1,0,0,26,90,0,0.22413793103448276,1.0,0.22413793103448276,0.36619718309859156
ESP,70,0.2,1,0,0,33588,84176,9441,0.28521449679019056,0.780589834762602,0.2640462245980897,0.41777938094320033
LUX,70,0.2,1,0,0,968,1012,4,0.4888888888888889,0.9958847736625515,0.4879032258064516,0.6558265582655827
LVA,70,0.2,1,0,0,1855,6313,159,0.22710577864838394,0.9210526315789473,0.22276930467155037,0.36436849341976035
MKD,70,0.2,1,0,0,1056,4819,128,0.17974468085106382,0.8918918918918919,0.175912043978011,0.2991925201869953
GRC,70,0.2,1,0,0,7335,35617,449,0.1707720245855839,0.9423175745118191,0.16900532245800787,0.2891438032166509
MDA,70,0.2,1,0,0,3504,3914,3960,0.47236451873820434,0.4694533762057878,0.30796273510283,0.47090444832683775
MNE,70,0.2,1,0,0,665,1375,321,0.32598039215686275,0.6744421906693712,0.2816603134265142,0.43952412425644416
LTU,70,0.2,1,0,0,4063,5922,6773,0.4069103655483225,0.37495385751199706,0.24245136651151689,0.3902790451947553
NLD,70,0.2,1,0,0,3885,14560,40,0.21062618595825428,0.9898089171974522,0.2101704084392751,0.3473401877514528
ITA,70,0.2,1,0,0,41889,60961,2110,0.4072824501701507,0.952044364644651,0.39909489329268294,0.5705043956717445
DEU,70,0.2,1,0,0,41486,93468,634,0.3074084502867644,0.9849477682811016,0.3059710298846506,0.46857246123089785
SVN,70,0.2,1,0,0,2048,4153,212,0.3302693114013869,0.9061946902654867,0.3193513176360518,0.48410353386124577
SRB,70,0.2,1,0,0,5441,18136,333,0.2307757560334224,0.9423276757880152,0.2275616896695943,0.37075397771796526
HRV,70,0.2,1,0,0,5923,10672,935,0.3569147333534197,0.8636628754738991,0.3378779235596121,0.5050952969769326
PRT,70,0.2,1,0,0,12378,24414,1931,0.3364318330071755,0.8650499685512615,0.31965498540918835,0.4844523590536389
POL,70,0.2,1,0,0,29364,87358,444,0.2515721115128253,0.9851046698872786,0.2506187801922059,0.40079164676175527
SVK,70,0.2,1,0,0,4700,9195,711,0.33825116948542644,0.868600997967104,0.3217855675749692,0.4868952657205014
ROU,70,0.2,1,0,0,16735,55768,2702,0.2308180351157883,0.8609867777949272,0.22252509806528822,0.36404176636937136
FRA,70,0.2,1,0,0,53420,115591,16103,0.3160741016856891,0.7683788098902522,0.2885789297405923,0.44790260507935975
GBR,70,0.2,1,0,0,19662,59332,4406,0.24890498012507278,0.816935349842114,0.23575539568345324,0.3815567328404261
UKR,70,0.2,1,0,0,55638,59858,68418,0.48173096903788876,0.4484910040626814,0.30252183085572604,0.4645170985840235
