country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,0,0,0,48,50,5,0.4897959183673469,0.9056603773584906,0.46601941747572817,0.6357615894039735
BIH,70,0.2,0,0,0,2679,9039,644,0.2286226318484383,0.8061992175744809,0.21671250606697945,0.3562263147397115
BGR,70,0.2,0,0,0,7954,27221,1344,0.2261265103056148,0.8554527855452786,0.217804430570388,0.357700177635869
ALB,70,0.2,0,0,0,1570,3712,138,0.297235895494131,0.9192037470725996,0.2896678966789668,0.4492131616595136
CHE,70,0.2,0,0,0,6885,5105,711,0.5742285237698082,0.9063981042654028,0.5420833005275175,0.7030532012662105
BEL,70,0.2,0,0,0,8336,14020,789,0.3728752907496869,0.9135342465753424,0.3601641823287967,0.5295892760712811
EST,70,0.2,0,0,0,3134,4640,3705,0.4031386673527142,0.4582541307208656,0.2730202979353602,0.4289331417231233
AUT,70,0.2,0,0,0,7274,15082,836,0.3253712649847916,0.8969173859432799,0.3136426353915143,0.47751591938554455
DNK,70,0.2,0,0,0,7640,10991,5920,0.41006923943964363,0.5634218289085545,0.31118895360677773,0.4746668323444441
HUN,70,0.2,0,0,0,5911,26065,76,0.18485739304478357,0.9873058292968098,0.18441906901285413,0.3114084766746569
BLR,70,0.2,0,0,0,12873,18412,15773,0.41147514783442546,0.44938211268588985,0.2735560372306515,0.4295940331381088
GRC,70,0.2,0,0,0,7528,38292,493,0.1642950676560454,0.9385363421019823,0.1625461533478721,0.27963819394142014
IRL,70,0.2,0,0,0,3159,18094,162,0.14863783936385452,0.9512195121951219,0.14751342516927388,0.2571010010580288
HRV,70,0.2,0,0,0,6241,11554,925,0.35071649339702166,0.8709182249511582,0.3333867521367521,0.5000600937462442
LIE,70,0.2,0,0,0,26,89,0,0.22608695652173913,1.0,0.22608695652173913,0.36879432624113473
CZE,70,0.2,0,0,0,11705,23169,333,0.3356368641394735,0.972337597607576,0.3324622944300849,0.49901944065484316
LUX,70,0.2,0,0,0,984,1060,5,0.48140900195694714,0.9949443882709808,0.4802342606149341,0.6488625123639961
DEU,70,0.2,0,0,0,45077,97760,3382,0.3155834972731155,0.9302090426958872,0.3082841491187876,0.47128011040481776
MKD,70,0.2,0,0,0,1154,5380,69,0.17661463116008572,0.9435813573180704,0.1747690443737695,0.2975377078767565
LVA,70,0.2,0,0,0,2286,7038,347,0.24517374517374518,0.868211165970376,0.23637679660841693,0.38237015973906496
MNE,70,0.2,0,0,0,715,1502,337,0.3225078935498421,0.6796577946768061,0.2799530148786218,0.4374426430100948
NLD,70,0.2,0,0,0,4724,14413,683,0.2468516486387626,0.873682263732199,0.23834510595358224,0.3849413298565841
MDA,70,0.2,0,0,0,3980,4640,3500,0.4617169373549884,0.5320855614973262,0.32838283828382836,0.49440993788819876
LTU,70,0.2,0,0,0,4862,6650,6225,0.4223419041000695,0.43853161360151527,0.27411625415797486,0.4302845258639763
SRB,70,0.2,0,0,0,5615,20020,330,0.21903647357128925,0.9444911690496215,0.2162526477951088,0.3556048131728942
SVK,70,0.2,0,0,0,4881,10053,686,0.32683808758537564,0.8767738458774924,0.3124839948783611,0.4761718940539485
SVN,70,0.2,0,0,0,2148,4583,226,0.31912048729757836,0.9048020219039595,0.308753773178094,0.47182866556836905
PRT,70,0.2,0,0,0,13125,26429,1665,0.3318248470445467,0.8874239350912779,0.3184211164754118,0.4830340055939938
POL,70,0.2,0,0,0,31465,96500,639,0.2458875473762357,0.9800959382008473,0.24466579577618114,0.3931429570997507
ESP,70,0.2,0,0,0,36610,93054,9667,0.2823451382033564,0.79110573286946,0.2627555963855854,0.4161622362041821
ROU,70,0.2,0,0,0,17454,61193,2470,0.2219283634467939,0.8760289098574583,0.21517067938903067,0.3541406701768268
FRA,70,0.2,0,0,0,62871,117205,17581,0.349135920389169,0.7814721821707353,0.3180813226953763,0.48264294049008166
ITA,70,0.2,0,0,0,43045,63997,2228,0.40213187347022666,0.9507874450555519,0.3939324608767274,0.5652102550635197
GBR,70,0.2,0,0,0,23713,61509,8891,0.2782497477177255,0.72730339835603,0.2519630656763678,0.4025087841393241
UKR,70,0.2,0,0,0,65087,69776,61789,0.4826156914795014,0.5129969418960245,0.3309755303785367,0.4973427727621791
