country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,0,0,0,47,50,5,0.4845360824742268,0.9038461538461539,0.46078431372549017,0.6308724832214765
CHE,70,0.2,0,0,0,6635,4966,749,0.5719334540125851,0.8985644637053087,0.537246963562753,0.6989728733210429
BIH,70,0.2,0,0,0,2546,8303,708,0.23467600700525393,0.7824216349108789,0.22029938565371637,0.36105793093668015
BEL,70,0.2,0,0,0,8139,13433,806,0.3772946412015576,0.9098937954164338,0.3637054249709536,0.5334076088737426
BGR,70,0.2,0,0,0,7150,24367,1593,0.22686169368912015,0.8177970948187121,0.2159468438538206,0.3551912568306011
ALB,70,0.2,0,0,0,1414,3360,204,0.2961876832844575,0.8739184177997528,0.2840498192044998,0.4424280350438048
EST,70,0.2,0,0,0,2875,4099,3937,0.4122454832234012,0.4220493247210804,0.26349555494455135,0.41708980124764256
DNK,70,0.2,0,0,0,7034,10226,6260,0.407531865585168,0.5291108770874079,0.29906462585034016,0.4604307128362899
AUT,70,0.2,0,0,0,7151,14112,895,0.3363119033062127,0.8887646035297042,0.3227276830038812,0.48797297758367747
HUN,70,0.2,0,0,0,5872,23274,86,0.20146846908666713,0.9855656260490098,0.20087575259989054,0.3345487693710119
BLR,70,0.2,0,0,0,11043,15664,17142,0.41348710076010037,0.3918041511442257,0.2518415471276426,0.4023537127450266
GRC,70,0.2,0,0,0,7334,35498,504,0.1712271199103474,0.9356978821127838,0.1692357393391176,0.28948095520031575
HRV,70,0.2,0,0,0,5960,10584,1000,0.3602514506769826,0.8563218390804598,0.3397172822617419,0.5071477195371
IRL,70,0.2,0,0,0,3089,15828,155,0.16329227678807423,0.9522194821208385,0.16196518456375839,0.27877803348224356
LIE,70,0.2,0,0,0,26,90,0,0.22413793103448276,1.0,0.22413793103448276,0.36619718309859156
CZE,70,0.2,0,0,0,11373,21211,352,0.3490363368524429,0.9699786780383796,0.3453060480932718,0.5133494323952245
LUX,70,0.2,0,0,0,972,1003,4,0.4921518987341772,0.9959016393442623,0.49115715007579586,0.658759742460183
LVA,70,0.2,0,0,0,2172,5944,352,0.26761951700345,0.8605388272583201,0.2564950401511573,0.4082706766917293
MKD,70,0.2,0,0,0,1048,4818,129,0.1786566655301739,0.8903993203058623,0.17481234361968306,0.29760045435183874
LTU,70,0.2,0,0,0,4012,5930,6801,0.4035405351036009,0.37103486543974845,0.2396225288180135,0.3866056371958564
MDA,70,0.2,0,0,0,3496,3902,3972,0.4725601513922682,0.468130690948045,0.3074758135444151,0.47033499260056505
MNE,70,0.2,0,0,0,664,1369,325,0.3266109198229218,0.6713852376137512,0.28159457167090757,0.43944407677035074
NLD,70,0.2,0,0,0,4703,13689,686,0.25570900391474555,0.87270365559473,0.24651430967606666,0.39552583995626767
DEU,70,0.2,0,0,0,44403,90234,3454,0.3297979010227501,0.9278266502288066,0.32154883374006993,0.4866242177825024
ESP,70,0.2,0,0,0,34128,83164,10382,0.29096613579783787,0.7667490451583914,0.2673057944452277,0.4218489264656803
SVN,70,0.2,0,0,0,2078,4102,226,0.33624595469255664,0.9019097222222222,0.32438339057133936,0.4898632720414899
SRB,70,0.2,0,0,0,5416,18118,341,0.2301351236508881,0.940767760986625,0.226848167539267,0.36980642518179646
PRT,70,0.2,0,0,0,12359,24317,1945,0.3369778601810448,0.8640240492170023,0.32000724994174157,0.48485680659081987
SVK,70,0.2,0,0,0,4726,9115,772,0.34144931724586375,0.8595853037468171,0.32341066173954697,0.488753296447593
POL,70,0.2,0,0,0,30902,85350,697,0.26581908268244847,0.9779423399474667,0.26423483740775894,0.4180154344576634
ROU,70,0.2,0,0,0,16740,55565,2703,0.2315192586958025,0.860978244098133,0.22317619453924914,0.3649125866503902
FRA,70,0.2,0,0,0,59968,108487,18809,0.3559882461191416,0.7612374170125799,0.3202323991797676,0.4851151954439555
ITA,70,0.2,0,0,0,42351,60395,2289,0.41219122885562454,0.9487231182795699,0.4032084543247489,0.5746950185227905
GBR,70,0.2,0,0,0,22831,55898,9548,0.28999479226206354,0.7051175144383706,0.2586290879844127,0.4109695071462001
UKR,70,0.2,0,0,0,55373,59650,68656,0.4814080662128444,0.4464520394423885,0.3014661447416417,0.4632715894449743
