country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,1,0,0,47,50,5,0.4845360824742268,0.9038461538461539,0.46078431372549017,0.6308724832214765
BIH,70,0.2,1,0,0,2551,8315,706,0.23476900423338856,0.7832361068467916,0.22044590390597996,0.36125469092968915
CHE,70,0.2,1,0,0,6547,5038,623,0.5651273198100992,0.9131101813110182,0.5362876802096985,0.698160490535857
BEL,70,0.2,1,0,0,7396,14203,281,0.3424232603361267,0.9633971603490947,0.33802559414990857,0.5052602814592158
DNK,70,0.2,1,0,0,5955,11335,4188,0.34441873915558124,0.5871044069801834,0.27726045255610393,0.4341486530820544
BGR,70,0.2,1,0,0,7156,24391,1590,0.22683614923764542,0.8182026069060142,0.21595195702688838,0.35519817337999154
AUT,70,0.2,1,0,0,6563,14709,343,0.3085276419706657,0.9503330437300898,0.30363173721952347,0.465824402015757
ALB,70,0.2,1,0,0,1407,3369,204,0.29459798994974873,0.8733705772811918,0.2825301204819277,0.44058243306716766
BLR,70,0.2,1,0,0,10985,15752,17129,0.41085387291019937,0.3907305968556591,0.2504217389322026,0.40053964376219214
EST,70,0.2,1,0,0,2798,4169,3781,0.4016075785847567,0.42529259765921873,0.26032750279121697,0.4131108814410158
CZE,70,0.2,1,0,0,10800,21813,318,0.33115628737006714,0.9713977334052887,0.3279584585952446,0.49392879193249634
DEU,70,0.2,1,0,0,41496,93249,645,0.30795947901591897,0.9846942407631523,0.30649235541768227,0.46918354194226786
LIE,70,0.2,1,0,0,26,90,0,0.22413793103448276,1.0,0.22413793103448276,0.36619718309859156
HUN,70,0.2,1,0,0,5525,23642,57,0.18942640655535364,0.9897886062343246,0.18905693950177935,0.3179947624392069
LTU,70,0.2,1,0,0,4018,5936,6783,0.40365682137834036,0.37200259235255995,0.24006691760769552,0.3871838111298482
LUX,70,0.2,1,0,0,977,1005,4,0.4929364278506559,0.9959225280326198,0.4919436052366566,0.6594667566655417
LVA,70,0.2,1,0,0,1849,6273,159,0.22765328736764343,0.920816733067729,0.2232822122932013,0.3650542941757157
IRL,70,0.2,1,0,0,2873,16079,6,0.15159349936682145,0.9979159430357764,0.15154552167950205,0.2632037011589025
MKD,70,0.2,1,0,0,1064,4807,130,0.18122977346278318,0.8911222780569514,0.17730378270288286,0.30120311394196747
MNE,70,0.2,1,0,0,661,1372,321,0.3251352680767339,0.6731160896130346,0.2807986406117247,0.43847429519071307
MDA,70,0.2,1,0,0,3494,3917,3972,0.471461341249494,0.4679882132333244,0.30694895897390845,0.4697183571956712
NLD,70,0.2,1,0,0,3884,14523,40,0.211006682240452,0.9898063200815495,0.21054914078169892,0.34785723881599573
SRB,70,0.2,1,0,0,5421,18124,340,0.2302399660225101,0.9409824683214719,0.2269625287837555,0.36995837029959733
GRC,70,0.2,1,0,0,7322,35534,450,0.17085122269927197,0.9420998455995883,0.16907587863113657,0.2892470569645256
SVK,70,0.2,1,0,0,4688,9168,712,0.33833718244803695,0.8681481481481481,0.32180120812740254,0.48691316992106354
ITA,70,0.2,1,0,0,41905,60883,2112,0.40768377631630154,0.9520185382920235,0.3994756911344137,0.5708933619427131
SVN,70,0.2,1,0,0,2039,4149,211,0.3295087265675501,0.9062222222222223,0.31864353805282075,0.4832898791182745
PRT,70,0.2,1,0,0,12342,24377,1948,0.3361202647130913,0.8636808957312806,0.3191869035611762,0.4839146033052991
HRV,70,0.2,1,0,0,5911,10654,938,0.3568367038937519,0.8630457001022047,0.33771353482260186,0.5049115913555992
POL,70,0.2,1,0,0,29377,87014,453,0.25239924049110324,0.9848139456922561,0.2514206976823799,0.40181642855677363
ROU,70,0.2,1,0,0,16733,55648,2707,0.2311794531714124,0.8607510288065844,0.22284519497123376,0.36447000141579816
ESP,70,0.2,1,0,0,33514,83917,9435,0.28539312447309484,0.7803208456541479,0.26416849274037174,0.4179324105250032
FRA,70,0.2,1,0,0,53301,115345,16276,0.3160525597998174,0.7660721215344151,0.288235039638334,0.44748827779013783
GBR,70,0.2,1,0,0,19624,59205,4454,0.248943916578924,0.8150178586261317,0.2356303207137111,0.3813929081597948
UKR,70,0.2,1,0,0,55306,59856,68690,0.4802452197773571,0.44603051711345526,0.30081804930052436,0.4625059584040676
