country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,1,0,0,47,49,5,0.4895833333333333,0.9038461538461539,0.46534653465346537,0.6351351351351351
CHE,70,0.2,1,0,0,6618,5089,606,0.5653028102844452,0.9161129568106312,0.5374807114431901,0.6991706724420262
BEL,70,0.2,1,0,0,7459,14373,281,0.34165445218028584,0.9636950904392765,0.3373128928684484,0.50446368186122
BIH,70,0.2,1,0,0,2619,8529,671,0.23493003229278794,0.796048632218845,0.22159235129875623,0.36279263055824906
EST,70,0.2,1,0,0,2887,4407,3735,0.39580477104469425,0.4359710057384476,0.26176443920573034,0.41491807990801954
BGR,70,0.2,1,0,0,7484,25156,1513,0.2292892156862745,0.831832833166611,0.2191315550610488,0.35948795542426204
AUT,70,0.2,1,0,0,6571,15135,326,0.30272735649129273,0.9527330723502972,0.29824800290486564,0.4594622941649477
ALB,70,0.2,1,0,0,1461,3432,158,0.29858982219497243,0.9024088943792464,0.28924965353395365,0.44871007371007376
DNK,70,0.2,1,0,0,6224,11593,4013,0.3493292922489757,0.607990622252613,0.28511223087494275,0.44371569116703496
HUN,70,0.2,1,0,0,5510,24630,60,0.18281353682813536,0.9892280071813285,0.1824503311258278,0.30859703164379726
IRL,70,0.2,1,0,0,2873,16807,6,0.1459857723577236,0.9979159430357764,0.1459412780656304,0.2547098718914846
ESP,70,0.2,1,0,0,34477,87193,9134,0.2833648393194707,0.7905574281717915,0.2635775664352772,0.41719253876731144
LIE,70,0.2,1,0,0,26,89,0,0.22608695652173913,1.0,0.22608695652173913,0.36879432624113473
BLR,70,0.2,1,0,0,11568,16466,16786,0.41264179210958124,0.4079847640544544,0.25809906291834,0.410300063843371
LTU,70,0.2,1,0,0,4389,6053,6597,0.42032177743727256,0.3995084653194975,0.2575855390574564,0.40965092402464065
LUX,70,0.2,1,0,0,962,1043,5,0.4798004987531172,0.9948293691830403,0.4786069651741294,0.6473755047106325
GRC,70,0.2,1,0,0,7409,36537,430,0.16859327356300916,0.9451460645490496,0.1669596178114296,0.28614463647774446
LVA,70,0.2,1,0,0,1865,6711,158,0.21746735074626866,0.9218981710331191,0.2135333180673231,0.3519199924521181
CZE,70,0.2,1,0,0,10928,22493,311,0.3269800424882559,0.9723284989767773,0.3239653741254595,0.48938647559337217
MKD,70,0.2,1,0,0,1084,4988,119,0.1785243741765481,0.9010806317539485,0.17509287675658214,0.2980068728522337
MNE,70,0.2,1,0,0,662,1409,343,0.3196523418638339,0.6587064676616915,0.2742336371168186,0.4304291287386216
DEU,70,0.2,1,0,0,41644,95698,612,0.30321387485255785,0.9855168496781522,0.30186873885498067,0.46374681232530435
MDA,70,0.2,1,0,0,3602,4102,3830,0.4675493250259605,0.48466092572658775,0.3122940870469915,0.47595137420718814
NLD,70,0.2,1,0,0,3875,14766,48,0.20787511399603026,0.987764465969921,0.20734121675852105,0.34346747030668323
FRA,70,0.2,1,0,0,54122,118822,15656,0.3129452308261634,0.7756312877984465,0.2869671261930011,0.44595875116388295
HRV,70,0.2,1,0,0,5991,10952,906,0.35359735584017,0.8686385384949978,0.3356490559695221,0.5026006711409396
SVN,70,0.2,1,0,0,2040,4244,216,0.3246339910884787,0.9042553191489362,0.31384615384615383,0.477751756440281
PRT,70,0.2,1,0,0,12598,25014,1810,0.3349462937360417,0.8743753470294281,0.31956775404596416,0.4843521722414456
SRB,70,0.2,1,0,0,5459,18601,320,0.2268911055694098,0.9446270981138605,0.22391304347826088,0.3658969804618117
SVK,70,0.2,1,0,0,4743,9425,692,0.33476849237718803,0.8726770929162834,0.31917900403768507,0.48390552466459225
ROU,70,0.2,1,0,0,16890,57401,2649,0.22734920784482643,0.8644249961615231,0.21952170522485054,0.3600127890866461
POL,70,0.2,1,0,0,29398,90515,419,0.24516107511279012,0.9859476137773753,0.2443074161486554,0.392680157617044
GBR,70,0.2,1,0,0,19671,61089,4325,0.24357355126300148,0.819761626937823,0.23119233707469003,0.3755584405666501
ITA,70,0.2,1,0,0,42081,61923,2105,0.40460943809853467,0.9523604761689223,0.3965827592381419,0.5679330589108577
UKR,70,0.2,1,0,0,58486,61859,66498,0.4859861232290498,0.46794789733085834,0.3130221629924589,0.4767964651549552
