country,percentile,threshold,r,pa,s,tp,fp,fn,precision,recall,iou,f1
AND,70,0.2,0,0,0,45,59,5,0.4326923076923077,0.9,0.41284403669724773,0.5844155844155844
BIH,70,0.2,0,0,0,2691,9108,638,0.22807017543859648,0.8083508561129469,0.2163705073570797,0.3557641459545214
BEL,70,0.2,0,0,0,8360,14071,788,0.3726984976149079,0.9138609532138172,0.3600499590852319,0.529465784223693
CHE,70,0.2,0,0,0,6905,5107,707,0.5748418248418249,0.9071203363110878,0.54288859187043,0.7037301263758664
AUT,70,0.2,0,0,0,7274,15411,839,0.3206524134890897,0.896585726611611,0.3092161197075327,0.4723683356062081
EST,70,0.2,0,0,0,3191,4806,3619,0.3990246342378392,0.468575624082232,0.27470730027548207,0.43101235901938273
BGR,70,0.2,0,0,0,7927,27504,1330,0.22373063136801105,0.8563249432861618,0.21563613612252114,0.3547708557107053
ALB,70,0.2,0,0,0,1579,3797,141,0.2937127976190476,0.9180232558139535,0.2862062715243792,0.4450394588500564
DNK,70,0.2,0,0,0,7687,11043,5890,0.4104111051788574,0.5661780953082419,0.31222583265637693,0.4758721020212338
GRC,70,0.2,0,0,0,7545,38876,487,0.1625341978845781,0.9393675298804781,0.16084676387822971,0.27711971792187756
BLR,70,0.2,0,0,0,12847,18656,15757,0.40780243151445894,0.44913298839323174,0.2718366483283961,0.42747101003210947
HUN,70,0.2,0,0,0,5926,26293,76,0.18392873770135634,0.9873375541486171,0.18349589719770862,0.31009131105936527
HRV,70,0.2,0,0,0,6297,11579,899,0.3522600134258223,0.8750694830461367,0.33539280958721707,0.5023133375877472
IRL,70,0.2,0,0,0,3160,18099,162,0.1486429277012089,0.9512341962673089,0.14751878997245693,0.25710914934298845
LIE,70,0.2,0,0,0,27,100,0,0.2125984251968504,1.0,0.2125984251968504,0.35064935064935066
CZE,70,0.2,0,0,0,11674,23532,350,0.33159120604442427,0.9708915502328676,0.32832714591067613,0.4943468134660174
LUX,70,0.2,0,0,0,1019,1113,5,0.47795497185741087,0.9951171875,0.47683668694431447,0.6457541191381495
LVA,70,0.2,0,0,0,2290,7371,348,0.2370355035710589,0.868081880212282,0.2287940853232091,0.3723879990243109
MKD,70,0.2,0,0,0,1154,5514,53,0.17306538692261547,0.956089478044739,0.17170063978574618,0.2930793650793651
LTU,70,0.2,0,0,0,4951,6913,6081,0.4173128792987188,0.4487853517041334,0.2758985789913625,0.4324772886093641
DEU,70,0.2,0,0,0,45219,100199,3296,0.3109587533867884,0.9320622487890343,0.3040668666030098,0.4663363120252871
MNE,70,0.2,0,0,0,723,1550,337,0.31808183018037833,0.6820754716981132,0.2770114942528736,0.43384338433843384
ESP,70,0.2,0,0,0,36532,94065,9594,0.27973077482637426,0.7920045093873304,0.2605873415554493,0.4134379792104027
NLD,70,0.2,0,0,0,4732,14444,683,0.24676679182311223,0.8738688827331487,0.23827987310539303,0.3848562482208938
SRB,70,0.2,0,0,0,5636,20141,312,0.21864452806765722,0.9475453934095495,0.2160297443366936,0.35530338849487786
MDA,70,0.2,0,0,0,3980,4640,3500,0.4617169373549884,0.5320855614973262,0.32838283828382836,0.49440993788819876
SVN,70,0.2,0,0,0,2115,4664,228,0.3119929193096327,0.9026888604353394,0.3018410161267304,0.4637140977855733
SVK,70,0.2,0,0,0,4826,10227,765,0.3206005447419119,0.8631729565372921,0.3050954608673663,0.4675450494090293
PRT,70,0.2,0,0,0,13118,26623,1637,0.3300873153670013,0.8890545577770247,0.3170283725651312,0.48142982971227244
ITA,70,0.2,0,0,0,43063,64323,2222,0.40101130501182647,0.9509329800154577,0.39288190643018756,0.5641280924340576
POL,70,0.2,0,0,0,31515,98404,657,0.2425742193212694,0.9795785154792988,0.24135369440019605,0.3888556428179233
ROU,70,0.2,0,0,0,17457,61364,2450,0.2214765100671141,0.8769277138694932,0.2147998671112697,0.35363827890770605
FRA,70,0.2,0,0,0,62800,118898,17411,0.3456284604123325,0.7829350089139894,0.31540512985349733,0.4795558762776383
GBR,70,0.2,0,0,0,23722,62602,8804,0.2748019090866966,0.7293242329213552,0.24936927087713398,0.39919225915018924
UKR,70,0.2,0,0,0,65448,69924,61232,0.48346777767928373,0.5166403536469846,0.3328925149030539,0.49950391525346116
